"id","days_to_event","date_out","out_event","date_in","in_event","breed","color","intake_age","adopt"
"A716647",48,"01/09/2016 11:23:00 AM","Adoption","11/22/2015 04:01:00 PM","Owner Surrender","Domestic Shorthair Mix","Calico",96,1
"A730424",71,"09/13/2016 11:59:00 AM","Adoption","07/04/2016 04:12:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4,1
"A726439",1,"05/11/2016 07:04:00 PM","Transfer","05/10/2016 06:38:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",2,0
"A710576",46,"10/09/2015 12:50:00 PM","Adoption","08/24/2015 06:33:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4,1
"A671937",3,"02/04/2014 12:54:00 PM","Transfer","02/01/2014 03:25:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby/White",4,0
"A745741",61,"05/23/2017 01:12:00 PM","Adoption","03/23/2017 10:18:00 AM","Stray","Domestic Shorthair Mix","Black/White",4,1
"A683409",17,"07/27/2014 12:16:00 PM","Adoption","07/10/2014 10:45:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",1,1
"A728479",84,"08/27/2016 04:52:00 PM","Adoption","06/04/2016 05:12:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",24,1
"A681979",20,"07/12/2014 04:46:00 PM","Adoption","06/22/2014 11:55:00 AM","Owner Surrender","Domestic Shorthair Mix","Black",1,1
"A703800",38,"07/06/2015 05:15:00 PM","Adoption","05/29/2015 10:26:00 AM","Stray","Domestic Shorthair Mix","White/Blue",1,1
"A675077",8,"03/30/2014 07:05:00 PM","Adoption","03/22/2014 04:07:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",108,1
"A684015",16,"08/03/2014 03:16:00 PM","Adoption","07/18/2014 01:00:00 PM","Stray","Siamese Mix","Lynx Point",1,1
"A731149",72,"09/27/2016 03:29:00 PM","Adoption","07/17/2016 10:49:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",6,1
"A747776",1,"04/25/2017 03:37:00 PM","Transfer","04/24/2017 05:51:00 PM","Stray","Domestic Shorthair Mix","Black",1,0
"A738398",1,"11/15/2016 08:17:00 AM","Euthanasia","11/14/2016 01:30:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",24,0
"A698819",1,"03/19/2015 09:00:00 AM","Transfer","03/18/2015 02:44:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",108,0
"A665087",27,"11/09/2013 12:09:00 AM","Transfer","10/13/2013 02:57:00 PM","Stray","Domestic Shorthair Mix","Black",4,0
"A713766",25,"11/06/2015 03:15:00 PM","Transfer","10/12/2015 03:06:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",12,0
"A673205",6,"02/26/2014 04:48:00 PM","Transfer","02/20/2014 10:49:00 AM","Stray","Domestic Shorthair Mix","Black/White",12,0
"A708087",32,"08/23/2015 07:33:00 PM","Adoption","07/22/2015 02:54:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",4,1
"A705232",871,"11/02/2017 06:56:00 AM","Adoption","06/15/2015 10:07:00 AM","Stray","Domestic Shorthair Mix","Blue Tabby",60,1
"A704021",13,"06/13/2015 04:43:00 PM","Adoption","05/31/2015 04:12:00 PM","Stray","Domestic Longhair Mix","Orange Tabby",120,1
"A758789",3,"09/24/2017 07:26:00 PM","Transfer","09/21/2017 06:52:00 PM","Stray","Domestic Shorthair Mix","White/Brown",4,0
"A668562",8,"12/13/2013 06:13:00 PM","Adoption","12/05/2013 11:14:00 AM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",1,1
"A748903",85,"08/01/2017 03:32:00 PM","Adoption","05/08/2017 01:14:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3,1
"A720557",5,"02/16/2016 02:19:00 PM","Adoption","02/11/2016 04:50:00 PM","Stray","Domestic Longhair Mix","White",48,1
"A713281",7,"10/12/2015 04:26:00 PM","Transfer","10/05/2015 11:51:00 AM","Stray","Domestic Shorthair Mix","Black",6,0
"A695936",33,"02/28/2015 03:25:00 PM","Transfer","01/26/2015 07:34:00 AM","Stray","Domestic Longhair Mix","White/Brown Tabby",36,0
"A729699",58,"08/19/2016 07:11:00 PM","Adoption","06/22/2016 02:18:00 PM","Stray","Domestic Shorthair Mix","Blue/White",1,1
"A755430",50,"09/22/2017 07:19:00 AM","Adoption","08/03/2017 01:06:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4,1
"A756822",4,"08/29/2017 05:55:00 PM","Adoption","08/25/2017 06:44:00 PM","Stray","Domestic Shorthair Mix","Black",1,1
"A751952",30,"07/15/2017 01:28:00 PM","Adoption","06/15/2017 04:39:00 PM","Stray","Domestic Shorthair/Maine Coon","Brown Tabby",1,1
"A690137",73,"12/26/2014 11:51:00 AM","Adoption","10/14/2014 09:19:00 PM","Stray","Manx Mix","Blue Tabby",4,1
"A726398",7,"05/17/2016 04:44:00 PM","Adoption","05/10/2016 01:05:00 PM","Owner Surrender","Domestic Medium Hair Mix","Black",1,1
"A756715",12,"09/04/2017 07:02:00 PM","Adoption","08/23/2017 06:54:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",3,1
"A676270",96,"07/12/2014 05:18:00 PM","Adoption","04/07/2014 01:15:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",6,1
"A713825",77,"12/29/2015 01:11:00 PM","Adoption","10/13/2015 06:32:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3,1
"A750243",1,"05/25/2017 03:25:00 PM","Transfer","05/24/2017 05:15:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3,0
"A556804",36,"01/05/2014 04:10:00 PM","Adoption","11/30/2013 12:19:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",132,1
"A741110",75,"03/13/2017 05:04:00 PM","Adoption","12/28/2016 12:37:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1,1
"A714870",24,"11/22/2015 06:37:00 PM","Adoption","10/29/2015 11:18:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1,1
"A711453",30,"10/07/2015 02:28:00 PM","Transfer","09/07/2015 11:01:00 AM","Stray","Domestic Medium Hair Mix","Orange Tabby/White",1,0
"A766864",6,"02/24/2018 06:39:00 PM","Transfer","02/18/2018 12:19:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",9,0
"A707936",1,"07/21/2015 09:00:00 AM","Transfer","07/20/2015 01:34:00 PM","Stray","Domestic Shorthair Mix","Black",12,0
"A750739",10,"06/10/2017 01:47:00 PM","Transfer","05/31/2017 10:59:00 AM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",12,0
"A729259",101,"09/24/2016 05:43:00 PM","Adoption","06/15/2016 11:55:00 AM","Stray","Domestic Medium Hair Mix","Tortie",12,1
"A677993",71,"07/12/2014 08:34:00 PM","Adoption","05/02/2014 12:58:00 PM","Stray","Domestic Shorthair Mix","Tortie",4,1
"A697208",1,"02/20/2015 03:56:00 PM","Transfer","02/19/2015 04:32:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby",1,0
"A771476",26,NA,"Censored","05/05/2018 03:01:00 PM","Stray","Domestic Shorthair Mix","Blue/White",36,0
"A675888",1,"04/03/2014 03:55:00 PM","Transfer","04/02/2014 11:24:00 AM","Stray","Domestic Shorthair Mix","Calico",36,0
"A714279",56,"12/15/2015 11:55:00 AM","Adoption","10/20/2015 03:02:00 PM","Stray","Domestic Shorthair Mix","Black",1,1
"A696566",5,"02/12/2015 02:58:00 PM","Transfer","02/07/2015 12:59:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",24,0
"A678127",43,"06/16/2014 01:00:00 PM","Adoption","05/04/2014 12:09:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4,1
"A702645",65,"07/20/2015 05:27:00 PM","Adoption","05/16/2015 02:54:00 PM","Stray","Domestic Shorthair Mix","Blue",12,1
"A686812",3,"08/30/2014 04:50:00 PM","Adoption","08/27/2014 12:00:00 PM","Owner Surrender","Siamese","Seal Point",12,1
"A766538",5,"02/16/2018 07:21:00 PM","Transfer","02/11/2018 12:58:00 PM","Stray","Domestic Shorthair Mix","Tortie",60,0
"A687040",4,"09/03/2014 01:22:00 PM","Transfer","08/30/2014 01:38:00 PM","Stray","Domestic Shorthair Mix","White/Black",1,0
"A681481",1,"06/18/2014 09:00:00 AM","Transfer","06/17/2014 12:47:00 PM","Stray","Domestic Shorthair Mix","Blue/White",24,0
"A705204",6,"06/20/2015 12:00:00 AM","Adoption","06/14/2015 04:26:00 PM","Stray","Domestic Shorthair Mix","Calico",2,1
"A733174",1,"08/19/2016 09:00:00 AM","Transfer","08/18/2016 11:14:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",12,0
"A698063",4,"03/09/2015 06:17:00 PM","Adoption","03/05/2015 02:01:00 PM","Stray","Siamese Mix","Lynx Point",2,1
"A383036",30,"06/28/2014 01:40:00 PM","Euthanasia","05/29/2014 12:31:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",168,0
"A753571",42,"08/19/2017 10:56:00 AM","Adoption","07/08/2017 11:59:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby/White",1,1
"A721305",22,"03/17/2016 02:56:00 PM","Adoption","02/24/2016 03:57:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4,1
"A713827",58,"12/10/2015 02:54:00 PM","Adoption","10/13/2015 07:00:00 PM","Stray","Domestic Shorthair Mix","Tortie",4,1
"A734412",4,"09/10/2016 01:59:00 PM","Transfer","09/06/2016 11:55:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby/White",4,0
"A711110",50,"10/22/2015 10:09:00 AM","Adoption","09/02/2015 11:21:00 AM","Stray","Domestic Shorthair Mix","Torbie",3,1
"A726189",1,"05/08/2016 12:00:00 AM","Transfer","05/07/2016 02:04:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",3,0
"A750936",7,"06/09/2017 12:00:00 AM","Transfer","06/02/2017 12:45:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby",3,0
"A757294",14,"09/15/2017 06:24:00 PM","Adoption","09/01/2017 01:11:00 PM","Stray","Domestic Shorthair Mix","Tortie",6,1
"A680347",4,"06/05/2014 02:55:00 PM","Transfer","06/01/2014 03:49:00 PM","Stray","Domestic Medium Hair Mix","Orange Tabby",5,0
"A725392",14,"05/12/2016 03:12:00 PM","Transfer","04/28/2016 04:50:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1,0
"A706635",448,"09/21/2016 12:04:00 PM","Adoption","07/01/2015 11:27:00 AM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",60,1
"A732522",48,"09/26/2016 12:00:00 AM","Transfer","08/09/2016 12:24:00 PM","Stray","Domestic Shorthair Mix","Black",24,0
"A678207",73,"07/17/2014 02:40:00 PM","Adoption","05/05/2014 04:32:00 PM","Stray","Domestic Shorthair Mix","White/Orange Tabby",4,1
"A760203",69,"12/22/2017 07:39:00 AM","Adoption","10/14/2017 02:09:00 PM","Stray","Domestic Longhair Mix","White/Blue",4,1
"A696149",1,"01/31/2015 09:00:00 AM","Transfer","01/30/2015 12:50:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",12,0
"A737191",1,"10/24/2016 09:00:00 AM","Transfer","10/23/2016 03:20:00 PM","Stray","Domestic Shorthair Mix","Black",3,0
"A712930",7,"10/07/2015 12:05:00 PM","Transfer","09/30/2015 01:13:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby/White",4,0
"A745809",1,"03/25/2017 09:00:00 AM","Transfer","03/24/2017 01:48:00 PM","Stray","Domestic Shorthair Mix","Calico",12,0
"A680821",6,"06/14/2014 04:25:00 PM","Adoption","06/08/2014 12:47:00 PM","Owner Surrender","Domestic Medium Hair Mix","Orange Tabby",2,1
"A700203",3,"04/12/2015 11:54:00 AM","Adoption","04/09/2015 02:00:00 PM","Owner Surrender","Domestic Shorthair Mix","Calico",2,1
"A690488",1,"10/22/2014 09:00:00 AM","Transfer","10/21/2014 02:19:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",36,0
"A671521",7,"02/02/2014 05:09:00 PM","Adoption","01/26/2014 11:31:00 AM","Stray","Siamese Mix","White/Black",36,1
"A694104",6,"12/26/2014 03:47:00 PM","Transfer","12/20/2014 11:42:00 AM","Stray","Persian Mix","Brown Tabby",84,0
"A750270",25,"06/19/2017 02:52:00 PM","Adoption","05/25/2017 09:06:00 AM","Owner Surrender","Domestic Medium Hair Mix","Black/White",24,1
"A651567",8,"11/07/2014 05:56:00 PM","Adoption","10/30/2014 12:41:00 PM","Stray","Domestic Shorthair Mix","Tortie",12,1
"A714125",1,"10/19/2015 09:00:00 AM","Transfer","10/18/2015 12:17:00 PM","Stray","Domestic Shorthair Mix","Torbie",3,0
"A715104",23,"11/23/2015 02:03:00 PM","Transfer","10/31/2015 01:33:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",3,0
"A745492",6,"03/24/2017 02:42:00 PM","Adoption","03/18/2017 04:05:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",5,1
"A668508",2,"12/06/2013 05:26:00 PM","Transfer","12/04/2013 04:21:00 PM","Stray","Domestic Shorthair","Cream Tabby/White",12,0
"A728181",39,"07/09/2016 05:30:00 PM","Adoption","05/31/2016 05:01:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1,1
"A698840",58,"05/15/2015 01:59:00 PM","Died","03/18/2015 05:05:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby",6,0
"A727136",35,"06/22/2016 10:41:00 AM","Adoption","05/18/2016 03:32:00 PM","Stray","Domestic Shorthair Mix","Calico",1,1
"A694990",1,"01/08/2015 09:00:00 AM","Transfer","01/07/2015 01:19:00 PM","Stray","Domestic Shorthair Mix","Black/White",6,0
"A730600",1,"07/08/2016 09:00:00 AM","Transfer","07/07/2016 12:11:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",7,0
"A741804",10,"01/19/2017 06:09:00 PM","Adoption","01/09/2017 11:34:00 AM","Stray","Siamese","Seal Point",1,1
"A687905",18,"09/29/2014 05:50:00 PM","Transfer","09/11/2014 04:33:00 PM","Stray","Domestic Shorthair Mix","Black/White",1,0
"A726386",46,"06/25/2016 06:27:00 PM","Adoption","05/10/2016 12:50:00 PM","Stray","Domestic Longhair Mix","Blue",4,1
"A680939",18,"06/28/2014 01:20:00 PM","Transfer","06/10/2014 10:38:00 AM","Stray","Domestic Longhair Mix","Blue",48,0
"A758722",17,"10/07/2017 05:59:00 PM","Adoption","09/20/2017 04:17:00 PM","Stray","Domestic Shorthair Mix","Black",2,1
"A721322",25,"03/20/2016 12:38:00 PM","Adoption","02/24/2016 05:11:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",12,1
"A714052",6,"10/23/2015 03:11:00 PM","Transfer","10/17/2015 12:55:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1,0
"A737061",2,"10/23/2016 04:09:00 PM","Adoption","10/21/2016 01:38:00 PM","Owner Surrender","Domestic Shorthair Mix","White/Black",1,1
"A751371",90,"09/05/2017 10:23:00 AM","Adoption","06/07/2017 11:55:00 AM","Stray","Domestic Shorthair","Blue",108,1
"A744255",149,"07/25/2017 01:05:00 PM","Adoption","02/26/2017 07:54:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",12,1
"A716559",28,"12/19/2015 03:48:00 PM","Transfer","11/21/2015 11:04:00 AM","Owner Surrender","Domestic Shorthair Mix","Black/White",7,0
"A708309",1,"07/26/2015 09:00:00 AM","Transfer","07/25/2015 03:29:00 PM","Stray","Domestic Shorthair Mix","Black",24,0
"A753496",23,"07/30/2017 03:41:00 PM","Adoption","07/07/2017 01:47:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",2,1
"A671065",4,"01/21/2014 01:14:00 PM","Transfer","01/17/2014 05:55:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",12,0
"A719544",2,"01/24/2016 06:41:00 PM","Adoption","01/22/2016 12:34:00 PM","Owner Surrender","Domestic Medium Hair Mix","Black Smoke",2,1
"A754696",35,"08/27/2017 06:06:00 PM","Adoption","07/23/2017 11:35:00 AM","Stray","Domestic Shorthair Mix","Black",3,1
"A709282",12,"08/18/2015 12:30:00 PM","Adoption","08/06/2015 06:35:00 PM","Stray","Domestic Shorthair Mix","Tortie",3,1
"A738783",44,"01/03/2017 12:48:00 PM","Adoption","11/20/2016 05:09:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",24,1
"A735872",23,"10/23/2016 06:07:00 PM","Adoption","09/30/2016 06:08:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",4,1
"A695333",5,"01/19/2015 03:38:00 PM","Transfer","01/14/2015 09:43:00 AM","Stray","Domestic Shorthair Mix","Black",8,0
"A760783",71,"01/02/2018 08:47:00 PM","Adoption","10/23/2017 06:51:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1,1
"A728187",89,"08/28/2016 03:14:00 PM","Adoption","05/31/2016 06:39:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4,1
"A770287",44,NA,"Censored","04/17/2018 04:30:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",3,0
"A725360",3,"05/01/2016 02:59:00 PM","Transfer","04/28/2016 01:19:00 PM","Stray","Domestic Shorthair Mix","Black Tabby",120,0
"A690987",57,"12/24/2014 04:22:00 PM","Adoption","10/28/2014 04:33:00 PM","Stray","Domestic Shorthair Mix","Black/White",3,1
"A714129",1,"10/19/2015 09:00:00 AM","Transfer","10/18/2015 01:02:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",12,0
"A767482",5,"03/06/2018 12:00:00 AM","Transfer","03/01/2018 05:00:00 PM","Stray","Domestic Shorthair Mix","Silver Tabby",24,0
"A680835",5,"06/13/2014 08:00:00 AM","Transfer","06/08/2014 03:02:00 PM","Stray","Manx Mix","Brown Tabby/White",24,0
"A691278",37,"12/09/2014 04:51:00 PM","Transfer","11/02/2014 11:14:00 AM","Stray","Domestic Shorthair Mix","Black",1,0
"A741080",14,"01/10/2017 01:47:00 PM","Transfer","12/27/2016 06:33:00 PM","Stray","Domestic Shorthair Mix","Black/White",1,0
"A666545",2,"11/05/2013 04:17:00 PM","Transfer","11/03/2013 12:46:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",36,0
"A759732",23,"10/29/2017 12:52:00 PM","Adoption","10/06/2017 05:35:00 PM","Stray","Domestic Shorthair Mix","Silver Tabby/White",2,1
"A713998",8,"10/24/2015 01:32:00 PM","Transfer","10/16/2015 02:24:00 PM","Owner Surrender","Domestic Longhair Mix","Brown Tabby/White",48,0
"A681175",2,"06/15/2014 12:35:00 PM","Transfer","06/13/2014 03:27:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",1,0
"A683906",3,"07/20/2014 02:09:00 PM","Transfer","07/17/2014 09:01:00 AM","Stray","Domestic Shorthair Mix","Black",1,0
"A753038",54,"08/23/2017 09:26:00 AM","Adoption","06/30/2017 03:52:00 PM","Stray","Domestic Shorthair Mix","Black",4,1
"A739941",127,"04/15/2017 02:40:00 PM","Adoption","12/09/2016 12:46:00 PM","Stray","Domestic Medium Hair Mix","Black",48,1
"A703878",4,"06/02/2015 03:08:00 PM","Transfer","05/29/2015 06:00:00 PM","Stray","Domestic Shorthair Mix","Calico",1,0
"A742493",19,"02/10/2017 05:41:00 PM","Adoption","01/22/2017 01:46:00 PM","Stray","Domestic Shorthair Mix","Blue",3,1
"A694423",27,"01/24/2015 11:39:00 AM","Transfer","12/28/2014 12:05:00 PM","Stray","Domestic Shorthair Mix","Black/White",1,0
"A725725",4,"05/06/2016 12:18:00 PM","Transfer","05/02/2016 01:47:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",1,0
"A672759",5,"02/21/2014 04:36:00 PM","Transfer","02/16/2014 04:02:00 PM","Owner Surrender","Domestic Longhair Mix","Brown Tabby",120,0
"A748668",29,"06/03/2017 06:46:00 PM","Adoption","05/05/2017 11:21:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",3,1
"A682641",4,"07/04/2014 05:24:00 PM","Adoption","06/30/2014 06:27:00 PM","Stray","Snowshoe Mix","Seal Point/White",1,1
"A758753",4,"09/25/2017 06:23:00 PM","Adoption","09/21/2017 12:32:00 PM","Stray","Domestic Shorthair Mix","Gray Tabby",3,1
"A760939",15,"11/10/2017 03:24:00 PM","Adoption","10/26/2017 12:53:00 PM","Stray","Siamese Mix","Lilac Point",4,1
"A747110",76,"06/29/2017 02:19:00 PM","Transfer","04/14/2017 12:55:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",108,0
"A710613",1,"08/26/2015 09:00:00 AM","Transfer","08/25/2015 11:52:00 AM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",4,0
"A679583",6,"05/29/2014 07:08:00 PM","Transfer","05/23/2014 12:17:00 PM","Stray","Domestic Shorthair Mix","Tortie",48,0
"A575839",9,"07/18/2014 06:34:00 PM","Adoption","07/09/2014 12:49:00 PM","Owner Surrender","Domestic Shorthair Mix","Tortie",48,1
"A707829",8,"07/26/2015 01:08:00 PM","Adoption","07/18/2015 03:16:00 PM","Stray","Domestic Medium Hair Mix","White/Black",4,1
"A675127",4,"03/27/2014 08:00:00 AM","Transfer","03/23/2014 05:06:00 PM","Stray","Domestic Shorthair Mix","Blue Cream",12,0
"A712369",4,"09/26/2015 05:40:00 PM","Adoption","09/22/2015 11:36:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",2,1
"A724432",133,"08/28/2016 02:59:00 PM","Adoption","04/17/2016 01:30:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby/White",24,1
"A699970",4,"04/09/2015 03:26:00 PM","Transfer","04/05/2015 11:44:00 AM","Stray","Domestic Medium Hair Mix","Black/White",144,0
"A673970",2,"03/07/2014 03:44:00 PM","Euthanasia","03/05/2014 01:16:00 PM","Stray","Domestic Shorthair Mix","Orange/White",12,0
"A713749",9,"10/21/2015 12:56:00 PM","Transfer","10/12/2015 10:51:00 AM","Owner Surrender","Domestic Medium Hair Mix","Brown Tabby/White",12,0
"A751783",93,"09/27/2017 08:41:00 AM","Adoption","06/26/2017 12:11:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",1,1
"A727454",48,"07/09/2016 08:24:00 PM","Adoption","05/22/2016 01:04:00 PM","Stray","Domestic Shorthair Mix","Black",1,1
"A747007",15,"04/27/2017 11:48:00 AM","Adoption","04/12/2017 03:13:00 PM","Stray","Domestic Longhair Mix","Blue",36,1
"A722209",9,"03/21/2016 12:26:00 PM","Transfer","03/12/2016 03:32:00 PM","Stray","Domestic Shorthair Mix","Black/White",12,0
"A737873",48,"12/24/2016 05:24:00 PM","Adoption","11/06/2016 09:23:00 AM","Owner Surrender","Domestic Shorthair Mix","Black",36,1
"A683788",2,"07/17/2014 09:00:00 AM","Transfer","07/15/2014 02:49:00 PM","Stray","Domestic Medium Hair Mix","Gray Tabby",3,0
"A749564",2,"05/18/2017 03:43:00 PM","Transfer","05/16/2017 02:24:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3,0
"A691873",42,"12/23/2014 12:03:00 PM","Adoption","11/11/2014 12:57:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4,1
"A758102",5,"09/16/2017 11:38:00 AM","Adoption","09/11/2017 01:41:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/Tortie",4,1
"A726171",68,"07/14/2016 04:00:00 PM","Adoption","05/07/2016 01:22:00 PM","Stray","Domestic Shorthair Mix","Torbie",12,1
"A649951",4,"11/07/2015 01:27:00 PM","Transfer","11/03/2015 11:54:00 AM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby/White",48,0
"A754459",25,"08/15/2017 06:38:00 PM","Adoption","07/21/2017 11:37:00 AM","Stray","Domestic Shorthair Mix","Tortie",2,1
"A691411",10,"11/14/2014 01:41:00 PM","Transfer","11/04/2014 07:18:00 AM","Stray","Domestic Shorthair Mix","Blue/White",6,0
"A734295",6,"09/10/2016 11:37:00 AM","Transfer","09/04/2016 11:35:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",4,0
"A686097",7,"08/23/2014 12:41:00 PM","Adoption","08/16/2014 01:56:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue/White",4,1
"A704190",47,"07/19/2015 03:56:00 PM","Adoption","06/02/2015 12:35:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",36,1
"A725643",69,"07/09/2016 06:44:00 PM","Adoption","05/01/2016 11:23:00 AM","Stray","Domestic Shorthair Mix","Blue",1,1
"A770661",1,"04/24/2018 03:47:00 PM","Transfer","04/23/2018 01:26:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",84,0
"A672666",7,"02/21/2014 01:31:00 PM","Transfer","02/14/2014 03:09:00 PM","Stray","Domestic Shorthair Mix","Black/White",12,0
"A749993",2,"05/24/2017 12:45:00 PM","Transfer","05/22/2017 01:00:00 PM","Stray","Domestic Shorthair Mix","Black",4,0
"A743500",15,"02/26/2017 06:52:00 PM","Adoption","02/11/2017 02:43:00 PM","Stray","Domestic Shorthair Mix","Blue/White",24,1
"A748232",51,"06/21/2017 08:33:00 AM","Adoption","05/01/2017 09:40:00 AM","Stray","Domestic Shorthair Mix","Cream Tabby/White",3,1
"A767486",4,"03/05/2018 05:08:00 PM","Adoption","03/01/2018 06:23:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",4,1
"A712182",1,"09/19/2015 06:53:00 PM","Transfer","09/18/2015 05:50:00 PM","Stray","Domestic Shorthair","Brown Tabby",6,0
"A667156",17,"11/30/2013 05:07:00 PM","Adoption","11/13/2013 02:52:00 PM","Owner Surrender","Domestic Medium Hair Mix","Cream Tabby/White",3,1
"A739839",7,"12/14/2016 11:40:00 AM","Adoption","12/07/2016 05:00:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1,1
"A684415",28,"08/20/2014 05:07:00 PM","Adoption","07/23/2014 12:24:00 PM","Stray","Domestic Longhair Mix","Blue",4,1
"A746266",37,"05/06/2017 04:39:00 PM","Adoption","03/30/2017 02:38:00 PM","Stray","Domestic Shorthair Mix","Torbie",36,1
"A734151",12,"09/14/2016 12:00:00 AM","Transfer","09/02/2016 10:40:00 AM","Owner Surrender","Domestic Medium Hair Mix","Black",1,0
"A753735",140,"11/27/2017 12:22:00 PM","Adoption","07/10/2017 01:29:00 PM","Stray","Domestic Shorthair Mix","Black",12,1
"A682724",11,"07/13/2014 07:37:00 PM","Adoption","07/02/2014 11:00:00 AM","Stray","Domestic Shorthair Mix","Black",1,1
"A664514",9,"10/13/2013 06:51:00 PM","Adoption","10/04/2013 03:23:00 PM","Owner Surrender","Manx Mix","Brown Tabby/White",3,1
"A751394",73,"08/19/2017 11:33:00 AM","Adoption","06/07/2017 04:30:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",0,1
"A724986",77,"07/09/2016 05:05:00 PM","Adoption","04/23/2016 06:49:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",1,1
"A769471",35,"05/10/2018 01:00:00 PM","Adoption","04/05/2018 01:33:00 PM","Stray","Domestic Medium Hair Mix","Blue",1,1
"A683343",2,"07/11/2014 09:00:00 AM","Transfer","07/09/2014 01:05:00 PM","Stray","Domestic Shorthair Mix","White/Orange",12,0
"A722355",3,"03/18/2016 11:56:00 AM","Adoption","03/15/2016 12:27:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",12,1
"A680634",6,"06/10/2014 01:20:00 PM","Adoption","06/04/2014 06:59:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby/White",2,1
